column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8
"Sample2 Target1, e.g.: ",Shape,Red,-0.625495359,-6.77E-02,-0.37349234,-0.323953707,-0.255038577
"Sample2 Target2, e.g.: ",Shape,Circle,0.443004462,0.738446023,0.106029305,0.699723728,0.514733019
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-1.518402581,1.273267967,1.247608649,1.409165262,1.310013959
"Sample1 Target2, e.g.: ",Colour,Circle,-0.494340822,-0.444023883,0.582698263,-0.149631344,-3.65E-03
"Sample2 Target1, e.g.: ",Shape,Red,-1.133282751,0.812180704,2.40E-02,0.734137461,0.101353735
"Sample2 Target2, e.g.: ",Shape,Circle,0.415546881,0.202156259,6.97E-02,3.22E-02,0.523455771
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.629781238,-1.41E-03,0.367255919,0,0.121950172
"Sample1 Target2, e.g.: ",Colour,Circle,0.521915684,-0.836231674,-1.18072071,-0.895631506,-0.970861297
"Sample2 Target1, e.g.: ",Shape,Red,0.552687114,0.588392014,0.165117408,0.638342371,-0.561824975
"Sample2 Target2, e.g.: ",Shape,Circle,0.583012486,-0.259721398,-0.569272467,-0.856481061,0.463950598
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,7,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,7,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,92,1849,,,,,
Final inconsistent practice block: ,96,1755,,,,,
First consistent test block: ,96,1802,,,,,
First inconsistent test block: ,92,1723,,,,,
Second consistent test block: ,100,1708,,,,,
Second inconsistent test block: ,100,1685,,,,,
Third consistent test block: ,100,1607,,,,,
Third inconsistent test block: ,100,2012,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,4.736992363,0.359708554,0.603451835,1.260270786,0.741143725
"Sample1 Target2, e.g.: ",Colour,Circle,11.24045886,-0.131295662,-0.151289295,-0.504640467,-0.262408475
"Sample2 Target1, e.g.: ",Shape,Red,2.855830362,-1.035722177,0.332786206,-0.106576778,-0.269837583
"Sample2 Target2, e.g.: ",Shape,Circle,-9.69E-02,0.372284808,0.73049002,0.629865203,0.577546677
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,5.517355459,1.050600585,9.64E-02,1.070057624,0.739023907
"Sample1 Target2, e.g.: ",Colour,Red,10.09024576,-1.143321497,-1.117339666,-1.031571574,-1.097410912
"Sample2 Target1, e.g.: ",Shape,Red,8.434454991,1.724732849,1.360053548,0.645114923,-0.549891704
"Sample2 Target2, e.g.: ",Shape,Red,-0.744067231,-1.283110513,0.677243227,-1.043807826,1.24330044
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,4.446853888,-0.165127141,1.030844606,1.546852355,0.80418994
"Sample1 Target2, e.g.: ",Colour,Circle,11.86083069,0.841507259,0.737784009,-0.428075738,0.38373851
"Sample2 Target1, e.g.: ",Shape,Red,2.04788736,-0.970529398,-0.154488694,1.071082476,-0.513868161
"Sample2 Target2, e.g.: ",Shape,Circle,1.300605727,-0.901815254,-1.366283303,0.726494074,-0.017978539
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,72,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Consistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,72,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,96,1825,,,,,
Final inconsistent practice block: ,96,1810,,,,,
First consistent test block: ,96,1544,,,,,
First inconsistent test block: ,100,1700,,,,,
Second consistent test block: ,100,1373,,,,,
Second inconsistent test block: ,100,1264,,,,,
Third consistent test block: ,96,1350,,,,,
Third inconsistent test block: ,96,1334,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.540189081,-0.721245628,-0.453605929,0.803942682,-0.123636292
"Sample1 Target2, e.g.: ",Colour,Circle,-0.916597471,0.763963354,-0.691142614,-0.147773124,-0.024984128
"Sample2 Target1, e.g.: ",Shape,Red,1.1684487,0.384456461,-0.610729797,0.139045524,-0.029075937
"Sample2 Target2, e.g.: ",Shape,Circle,0.508896323,0.428427355,-0.369151144,-0.499077347,-0.146600379
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.846329784,-0.632915116,0.578307938,0.92773043,0.291041084
"Sample1 Target2, e.g.: ",Colour,Circle,-1.86323097,1.045771999,-1.106120049,-1.300348853,-0.453565634
"Sample2 Target1, e.g.: ",Shape,Red,0.71481727,0.627102452,-0.505615198,-1.58E-02,0.307350612
"Sample2 Target2, e.g.: ",Shape,Circle,0.131936496,0.874951586,-0.156377895,0.203478145,3.52E-02
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-1.456694013,-0.821689734,-0.815539428,0.773135696,-0.288031156
"Sample1 Target2, e.g.: ",Colour,Circle,0.115250209,0.933861851,-0.618851612,0.892675972,0.40256207
"Sample2 Target1, e.g.: ",Shape,Red,3.419826977,0.11105714,-0.440586541,-0.757846273,-0.44140862
"Sample2 Target2, e.g.: ",Shape,Circle,4.203377504,-0.303647576,-1.122408354,0.10183007,-0.362458558
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,77,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,77,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,96,1411,,,,,
Final inconsistent practice block: ,83,1873,,,,,
First consistent test block: ,96,1552,,,,,
First inconsistent test block: ,92,2208,,,,,
Second consistent test block: ,100,1817,,,,,
Second inconsistent test block: ,92,2145,,,,,
Third consistent test block: ,100,1435,,,,,
Third inconsistent test block: ,83,1911,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,4.681529736,0.916934748,0.464320874,0.931959964,0.771071862
"Sample1 Target2, e.g.: ",Colour,Circle,2.522530658,0.247615206,0.471827119,-1.121865965,-0.134141213
"Sample2 Target1, e.g.: ",Shape,Red,3.302103587,0.941762769,-0.3408476,0.93492223,0.5119458
"Sample2 Target2, e.g.: ",Shape,Circle,2.374895412,1.191689162,-6.07E-02,0.867225168,0.666082514
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,5.577593904,1.044456439,0.974315877,1.108101292,1.042291203
"Sample1 Target2, e.g.: ",Colour,Red,4.066513748,1.247651406,0.924778833,-1.292635762,0.293264826
"Sample2 Target1, e.g.: ",Shape,Red,3.205183406,-0.314957027,0.115796584,1.281541568,0.160615296
"Sample2 Target2, e.g.: ",Shape,Red,3.032322478,0.789794782,-0.205230809,-0.102718084,0.360793708
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,3.059890482,0.817454062,0.45938147,0.630317211,0.635717581
"Sample1 Target2, e.g.: ",Colour,Circle,1.64752739,-0.445248411,0.249617401,-1.102861166,-0.432830725
"Sample2 Target1, e.g.: ",Shape,Red,3.103190426,1.764261096,-0.640967724,0.657792219,0.710266031
"Sample2 Target2, e.g.: ",Shape,Circle,1.312447066,1.096647787,-0.435953602,1.470103908,0.593695197
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,87,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,87,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,96,1373,,,,,
Final inconsistent practice block: ,100,1880,,,,,
First consistent test block: ,100,1404,,,,,
First inconsistent test block: ,100,1693,,,,,
Second consistent test block: ,96,1404,,,,,
Second inconsistent test block: ,100,1389,,,,,
Third consistent test block: ,100,1575,,,,,
Third inconsistent test block: ,96,1334,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.914799099,1.009205716,-0.637212165,-0.323475185,1.62E-02
"Sample1 Target2, e.g.: ",Colour,Circle,0.750621558,7.53E-02,-0.315822012,-6.78E-03,-8.24E-02
"Sample2 Target1, e.g.: ",Shape,Red,0.456336447,-0.37243827,-0.240471103,-0.575481435,-0.396130269
"Sample2 Target2, e.g.: ",Shape,Circle,1.520928877,0.201553736,0.218445301,-0.475154724,-1.84E-02
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.217640085,0.498580302,0.396014744,0.103328177,0.332641074
"Sample1 Target2, e.g.: ",Colour,Red,0,1.091318823,1.039531056,0.210222405,0.780357428
"Sample2 Target1, e.g.: ",Shape,Red,9.10E-02,-0.213818631,-0.368518109,-1.543472926,-0.405269141
"Sample2 Target2, e.g.: ",Shape,Red,1.660060511,-0.80126975,0.319448666,-0.733986339,-0.708603222
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.356868258,1.319371293,-1.00453243,-1.112249759,-0.265803632
"Sample1 Target2, e.g.: ",Colour,Circle,1.234686556,-0.579886526,-0.667695633,-0.588357009,-0.611979723
"Sample2 Target1, e.g.: ",Shape,Red,0.940627509,1.367715045,0.53812738,0.195143642,-0.356997847
"Sample2 Target2, e.g.: ",Shape,Circle,1.264159509,-1.14E-02,-0.496616508,-0.562988829,0.700328689
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,92,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Consistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,92,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,92,1864,,,,,
Final inconsistent practice block: ,92,1911,,,,,
First consistent test block: ,96,1388,,,,,
First inconsistent test block: ,88,1693,,,,,
Second consistent test block: ,96,1451,,,,,
Second inconsistent test block: ,100,1459,,,,,
Third consistent test block: ,100,1248,,,,,
Third inconsistent test block: ,100,1545,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,0.223301723,1.19198646,0.399532184,0.921457623,0.837658755
"Sample1 Target2, e.g.: ",Colour,Circle,-0.417754432,0.352513523,-0.138690056,1.157445586,0.457089685
"Sample2 Target1, e.g.: ",Shape,Red,0.905736078,-0.169290612,-0.181239793,0.57870304,7.61E-02
"Sample2 Target2, e.g.: ",Shape,Circle,-0.800895613,0.368815564,8.26E-02,0.125059998,0.192160075
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.572823554,1.162216649,5.77E-02,0,0.406651996
"Sample1 Target2, e.g.: ",Colour,Circle,-0.727889889,0.145220463,-0.761514689,1.006539028,0.1300816
"Sample2 Target1, e.g.: ",Shape,Red,0.60477538,0.193296171,-1.12762989,4.55E-02,-2.01E-02
"Sample2 Target2, e.g.: ",Shape,Circle,-1.134312773,-0.429589036,-0.891063008,1.260277003,-0.296280582
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,1.45585846,1.268300696,1.035820683,1.429150445,1.244423941
"Sample1 Target2, e.g.: ",Colour,Circle,0.230481825,0.705336107,0.724171895,1.402669912,0.944059305
"Sample2 Target1, e.g.: ",Shape,Red,1.207357986,0.537937383,1.071180528,0.170145543,0.373005233
"Sample2 Target2, e.g.: ",Shape,Circle,-1.056735963,0.371994155,0.90086194,-0.153840396,0.593087818
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
                            IRAP 2012 Update Program,,,,,,,
"  Conceptualised, Designed and Software Written by Dermot Barnes-Holmes",,,,,,,
                   Additions to the 2012 version by Ian Hussey,,,,,,,
                         IRAP Data Summary File,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
IRAP Paramenter Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,97,,,,,,
,,,,,,,
Sample Stimuli Were Words,,,,,,,
Target Stimuli Were Words,,,,,,,
The Practice and Testing IRAP was Selected,,,,,,,
The Inconsistent-First Sequence was Selected,,,,,,,
Number of Test Blocks Selected was: ,6,,,,,,
Minimum Percent Correct Practice Criterion was: ,80,,,,,,
Maximum Median Latency Practice Criterion was: ,2000,,,,,,
Maximum Number of Training or Practice Exposures was: ,4,,,,,,
No Response Latency Feedback,,,,,,,
The Trial Type Parameter was Selected,,,,,,,
Maximum Run of Same Trial Type was,6,,,,,,
Position of Response Options was Set to Moving,,,,,,,
Maximum Run of Response Options in Same Position was: ,3,,,,,,
The consistent responding rule was: ,Colours are colours and shapes are shapes,,,,,,
The inconsistent responding rule was: ,Colours are shapes and shapes are colours,,,,,,
The Latency Feedback Message presented to participants was: ,Too Slow!,,,,,,
Latency Feedback Delay was: ,2000,,,,,,
,,,,,,,
The Stimuli used were: ,,,,,,,
Sample 1,Sample 2,Target 1,Target 2,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
Colour,Shape,Red,Circle,,,,
Colour,Shape,Blue,Square,,,,
Colour,Shape,Green,Triangle,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
***********************************************************************,,,,,,,
***********************************************************************,,,,,,,
,,,,,,,
,,,,,,,
Output Summary,,,,,,,
,,,,,,,
Participant Name or Code: ,97,,,,,,
,,,,,,,
Accuracies and latencies on each block,,,,,,,
,Percent correct (%),Median Latencies (ms),,,,,
Final consistent practice block: ,88,1561,,,,,
Final inconsistent practice block: ,83,1943,,,,,
First consistent test block: ,100,1528,,,,,
First inconsistent test block: ,92,1568,,,,,
Second consistent test block: ,96,1451,,,,,
Second inconsistent test block: ,96,1466,,,,,
Third consistent test block: ,96,1466,,,,,
Third inconsistent test block: ,96,1669,,,,,
,,,,,,,
,,,,,,,
Dscores,,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.551180556,0.278742222,0.836687633,0.193125518,0.436185124
"Sample1 Target2, e.g.: ",Colour,Circle,1.059939964,0.222499195,-0.588521954,0.61976921,8.46E-02
"Sample2 Target1, e.g.: ",Shape,Red,0.29802981,-0.690475826,1.47E-02,-0.237837589,-0.304543348
"Sample2 Target2, e.g.: ",Shape,Circle,0.310530434,1.220416586,0.125436834,0.385464458,0.577105959
,,,,,,,
Dscores for Odd trials (to calculate split-half reliability),,,,,,,
,,,Final Practice Block,First test block Dscores,Second test block Dscores,Third test block Dscores,Mean Dscores (Test Blocks Only)
"Sample1 Target1, e.g.: ",Colour,Red,-0.393454378,0.314039549,1.365811841,-0.170359387,0.503164001
"Sample1 Target2, e.g.: ",Colour,Red,1.439077368,0.154671386,1.35E-02,-0.666240941,-0.166025929
"Sample2 Target1, e.g.: ",Shape,Red,1.264901464,0.933328089,-0.112283833,0.65831902,-0.724217041
"Sample2 Target2, e.g.: ",Shape,Red,0.574220054,-0.838160549,-1.44668398,0.112193405,0.493121092
,,,,,,,
Dscores for Even trials (to calculate split-half reliability),,,,,,,
